"polarityid";"tweetid";"entity";"type";"value"
"35934";"182965823504252929";;"AGREEMENT";"NONE"
"35935";"182966046628642817";;"AGREEMENT";"P+"
"35936";"182966046628642817";"@javierarenas";"AGREEMENT";"P+"
"35937";"182966046628642817";"Andalucía";"AGREEMENT";"P"
"35938";"182971166632316928";;"AGREEMENT";"P+"
"35939";"182971166632316928";"Andalucía";"AGREEMENT";"P"
"35940";"182980237888466945";;"AGREEMENT";"P"
"35941";"182980237888466945";"Sevilla";"AGREEMENT";"P"
"35942";"182983895636119554";;"AGREEMENT";"P"
"35943";"182983895636119554";"@ristomejide";"AGREEMENT";"P"
"35944";"183003413087387649";;"AGREEMENT";"NONE"
"35945";"183063968833740800";;"AGREEMENT";"P"
"35946";"183069731585142784";;"AGREEMENT";"N+"
"35947";"183074051084918784";;"AGREEMENT";"NONE"
"35948";"183087957450821632";;"AGREEMENT";"NONE"
"35949";"183090439606370304";;"AGREEMENT";"P+"
"35950";"183090439606370304";"Veracruz";"AGREEMENT";"P"
"35951";"183090439606370304";"Agustín_Lara";"AGREEMENT";"P+"
"35952";"183092360593408000";;"AGREEMENT";"NONE"
"35953";"183092997284560896";;"AGREEMENT";"N+"
"35954";"183092997284560896";"Guerrero";"AGREEMENT";"N+"
"35955";"183095253853675520";;"AGREEMENT";"NONE"
"35956";"183096113069432832";;"AGREEMENT";"P"
"35957";"183097865328017408";;"AGREEMENT";"NONE"
"35958";"183099567158468608";;"AGREEMENT";"P"
"35959";"183099567158468608";"@juanlusanchez";"AGREEMENT";"P"
"35960";"183105288482734080";;"AGREEMENT";"P"
"35961";"183105288482734080";"Andalucía";"AGREEMENT";"P"
"35962";"183106558933209088";;"AGREEMENT";"P+"
"35963";"183116594858311681";;"AGREEMENT";"N"
"35964";"183132345296109570";;"AGREEMENT";"NONE"
"35965";"183142221846036480";;"AGREEMENT";"P"
"35966";"183145288922435584";;"AGREEMENT";"N"
"35967";"183145288922435584";"Rajoy";"AGREEMENT";"N"
"35968";"183145288922435584";"ETA";"AGREEMENT";"N"
"35969";"183146592356937728";;"AGREEMENT";"NONE"
"35970";"183167154642878464";;"AGREEMENT";"P"
"35971";"183170362467557376";;"AGREEMENT";"NONE"
"35972";"183172173685456896";;"AGREEMENT";"P+"
"35973";"183175686314397698";;"AGREEMENT";"N"
"35974";"183175686314397698";"Rajoy";"AGREEMENT";"N"
"35975";"183175686314397698";"Felipe";"AGREEMENT";"N"
"35976";"183179522223505409";;"AGREEMENT";"N"
"35977";"183181206802808832";;"AGREEMENT";"NONE"
"35978";"183186167141896192";;"AGREEMENT";"N"
"35979";"183186167141896192";"@cayo_Lara";"AGREEMENT";"N"
"35980";"183200227208081409";;"AGREEMENT";"NONE"
"35981";"183207789458493441";;"DISAGREEMENT";"NEU"
"35982";"183207789458493441";"PSOE";"AGREEMENT";"N"
"35983";"183209167459332097";;"AGREEMENT";"NONE"
"35984";"183223148014080000";;"DISAGREEMENT";"P"
"35985";"183229661457813505";;"AGREEMENT";"P"
"35986";"183229661457813505";"@maruhuevar";"AGREEMENT";"P"
"35987";"183229661457813505";"@JoseMacill72";"AGREEMENT";"P"
"35988";"183229661457813505";"@GuillermoUtrera";"AGREEMENT";"P"
"35989";"183229661457813505";"@anaroski";"AGREEMENT";"P"
"35990";"183229661457813505";"@mariviromero";"AGREEMENT";"P"
"35991";"183229661457813505";"@au_auxiliadora";"AGREEMENT";"P"
"35992";"183229661457813505";"@MSacra";"AGREEMENT";"P"
"35993";"183234937644789760";;"AGREEMENT";"P"
"35994";"183236279545233409";;"AGREEMENT";"NONE"
"35995";"183236770253635584";;"AGREEMENT";"NEU"
"35996";"183241270225928192";;"AGREEMENT";"N+"
"35997";"183241270225928192";"Toulouse";"AGREEMENT";"N+"
"35998";"183243277233954818";;"AGREEMENT";"NONE"
"35999";"183243902940217344";;"AGREEMENT";"P"
"36000";"183255481421275136";;"AGREEMENT";"NEU"
"36001";"183255481421275136";"Mongolia";"AGREEMENT";"NEU"
"36002";"183256142183534594";;"AGREEMENT";"N+"
"36003";"183259547178250240";;"AGREEMENT";"N"
"36004";"183259547178250240";"Prénatal";"AGREEMENT";"N"
"36005";"183264660269711360";;"AGREEMENT";"NEU"
"36006";"183266966218350592";;"AGREEMENT";"NEU"
"36007";"183269270606708736";;"AGREEMENT";"P"
"36008";"183281141183287296";;"AGREEMENT";"NONE"
"36009";"183283789282279424";;"DISAGREEMENT";"P"
"36010";"183283789282279424";"@javierarenas";"DISAGREEMENT";"P"
"36011";"183283902008410113";;"AGREEMENT";"P+"
"36012";"183283902008410113";"Andalucía";"AGREEMENT";"P+"
"36013";"183321209969192960";;"AGREEMENT";"P+"
"36014";"183321355205361664";;"AGREEMENT";"P"
"36015";"183325628517462016";;"AGREEMENT";"P"
"36016";"183325628517462016";"México_DF";"AGREEMENT";"P"
"36017";"183337128938323968";;"AGREEMENT";"P"
"36018";"183337128938323968";"Girona";"AGREEMENT";"P"
"36019";"183340527104700416";;"AGREEMENT";"P"
"36020";"183340527104700416";"Cafe_Berlin";"AGREEMENT";"P"
"36021";"183474902341398528";;"AGREEMENT";"P+"
"36022";"183487276502876160";;"AGREEMENT";"P"
"36023";"183487739386273792";;"DISAGREEMENT";"P"
"36024";"183492999773298688";;"AGREEMENT";"NEU"
"36025";"183500701735985152";;"AGREEMENT";"P+"
"36026";"183500701735985152";"@jlori";"AGREEMENT";"P+"
"36027";"183500701735985152";"Twitter";"AGREEMENT";"P+"
"36028";"183511691441602560";;"DISAGREEMENT";"N"
"36029";"183515033890848768";;"AGREEMENT";"NEU"
"36030";"183520359729991680";;"AGREEMENT";"N+"
"36031";"183520359729991680";"Pacheco";"AGREEMENT";"N+"
"36032";"183520359729991680";"PSOE";"AGREEMENT";"N+"
"36033";"183521697687801856";;"DISAGREEMENT";"NEU"
"36034";"183521697687801856";"Miss_España";"AGREEMENT";"N"
"36035";"183524474459664384";;"AGREEMENT";"P+"
"36036";"183524474459664384";"Juancho";"AGREEMENT";"P+"
"36037";"183525029005369344";;"AGREEMENT";"NEU"
"36038";"183525029005369344";"Sabina";"AGREEMENT";"NEU"
"36039";"183525029005369344";"Serrat";"AGREEMENT";"NEU"
"36040";"183531951628619776";;"AGREEMENT";"N"
"36041";"183531951628619776";"@Gllamazares";"AGREEMENT";"N"
"36042";"183532844231045121";;"AGREEMENT";"P+"
"36043";"183532844231045121";"Barcelona";"AGREEMENT";"P+"
"36044";"183578915497984000";;"AGREEMENT";"P"
"36045";"183629909128790016";;"AGREEMENT";"NONE"
"36046";"183640917935267841";;"AGREEMENT";"N"
"36047";"183640917935267841";"EE.UU.";"AGREEMENT";"N"
"36048";"183640917935267841";"España";"AGREEMENT";"N"
"36049";"183655709450313728";;"AGREEMENT";"P"
"36050";"183655709450313728";"@informesemanal";"AGREEMENT";"P+"
"36051";"183656509866123264";;"AGREEMENT";"P+"
"36052";"183656509866123264";"@mariviromero";"AGREEMENT";"P+"
"36053";"183656509866123264";"@informesemanal";"AGREEMENT";"P+"
"36054";"183656509866123264";"@monchomartinez1";"AGREEMENT";"P+"
"36055";"183657768669032448";;"AGREEMENT";"N"
"36056";"183657768669032448";"Bildu";"AGREEMENT";"N"
"36057";"183658683400593409";;"AGREEMENT";"P"
"36058";"183658683400593409";"@giraldatv";"AGREEMENT";"P"
"36059";"183659393726943232";;"AGREEMENT";"P"
"36060";"183659393726943232";"@giraldatv";"AGREEMENT";"P"
"36061";"183662179449450496";;"AGREEMENT";"NONE"
"36062";"183664784879783936";;"AGREEMENT";"NONE"
"36063";"183667335301840896";;"AGREEMENT";"NONE"
"36064";"183684394081464320";;"AGREEMENT";"P"
"36065";"183684394081464320";"The_river_of_dreams";"AGREEMENT";"P"
"36066";"183684394081464320";"Billy_Joel";"AGREEMENT";"P"
"36067";"183684576256868352";;"DISAGREEMENT";"NEU"
"36068";"183684576256868352";"Al_borde_del_abismo";"DISAGREEMENT";"NEU"
"36069";"183685580599726080";;"AGREEMENT";"P"
"36070";"183695578767687680";;"AGREEMENT";"P+"
"36071";"183795677250330624";;"AGREEMENT";"NONE"
"36072";"183813721913700352";;"DISAGREEMENT";"N"
"36073";"183813721913700352";"Comisión_Europea";"AGREEMENT";"N"
"36074";"183831507402625026";;"AGREEMENT";"P"
"36075";"183831507402625026";"@naranjoisabel";"AGREEMENT";"P"
"36076";"183838397570359297";;"AGREEMENT";"P"
"36077";"183838397570359297";"@Ana_Torroja";"AGREEMENT";"P"
"36078";"183843930977218560";;"AGREEMENT";"N+"
"36079";"183847151460294656";;"AGREEMENT";"P"
"36080";"183859073391923201";;"AGREEMENT";"NONE"
"36081";"183869676760219648";;"AGREEMENT";"P+"
"36082";"183869676760219648";"@David_Busta";"AGREEMENT";"P+"
"36083";"183869676760219648";"@maximhuerta";"AGREEMENT";"P+"
"36084";"183874303866048512";;"AGREEMENT";"N"
"36085";"183877492724084737";;"AGREEMENT";"P"
"36086";"183877492724084737";"Ignacio_P.Franco";"AGREEMENT";"P"
"36087";"183880646693892096";;"AGREEMENT";"P"
"36088";"183880646693892096";"Gabriel_Cruz";"AGREEMENT";"P"
"36089";"183880646693892096";"@sanmima";"AGREEMENT";"P"
"36090";"183886738916253697";;"AGREEMENT";"NONE"
"36091";"183891870492000256";;"AGREEMENT";"P+"
"36092";"183891870492000256";"@David_Busta";"AGREEMENT";"P+"
"36093";"183897797811126272";;"AGREEMENT";"P"
"36094";"183897797811126272";"@David_Busta";"AGREEMENT";"P+"
"36095";"183901516711735297";;"AGREEMENT";"NONE"
"36096";"183904006760972289";;"AGREEMENT";"P"
"36097";"183904006760972289";"Alicante";"AGREEMENT";"P"
"36098";"183904345270661120";;"AGREEMENT";"NONE"
"36099";"183904645041754112";;"AGREEMENT";"P"
"36100";"183904645041754112";"Sandra";"AGREEMENT";"P"
"36101";"183909027774873601";;"AGREEMENT";"N+"
"36102";"183912572796416001";;"AGREEMENT";"N"
"36103";"183922997621567490";;"AGREEMENT";"N+"
"36104";"183922997621567490";"Tabucchi";"AGREEMENT";"N+"
"36105";"183927835151446019";;"AGREEMENT";"P+"
"36106";"183927835151446019";"@javierarenas";"AGREEMENT";"P+"
"36107";"183927835151446019";"@cherines";"AGREEMENT";"P+"
"36108";"183927835151446019";"@conmdcospedal";"AGREEMENT";"P+"
"36109";"183928798817947648";;"AGREEMENT";"P+"
"36110";"183928798817947648";"@David_Busta";"AGREEMENT";"P+"
"36111";"183928798817947648";"@Carlos_Latre";"AGREEMENT";"P+"
"36112";"183931696138305540";;"AGREEMENT";"NEU"
"36113";"183931696138305540";"Rajoy";"AGREEMENT";"NEU"
"36114";"183931998337908737";;"AGREEMENT";"NONE"
"36115";"183938635496820736";;"AGREEMENT";"NONE"
"36116";"183949659256008704";;"AGREEMENT";"N+"
"36117";"183949659256008704";"Andalucía";"AGREEMENT";"N+"
"36118";"183949659256008704";"Asturias";"AGREEMENT";"N+"
"36119";"183949974864797696";;"AGREEMENT";"N"
"36120";"183949974864797696";"Andalucía";"AGREEMENT";"N"
"36121";"183951386747211777";;"AGREEMENT";"NONE"
"36122";"183962089394679808";;"AGREEMENT";"NEU"
"36123";"183964265986797568";;"DISAGREEMENT";"NEU"
"36124";"183964596950937601";;"AGREEMENT";"NONE"
"36125";"183965568813109248";;"AGREEMENT";"P"
"36126";"183965568813109248";"J._Arenas";"AGREEMENT";"P"
"36127";"183965568813109248";"Cherines";"AGREEMENT";"P"
"36128";"183965901673082881";;"DISAGREEMENT";"NEU"
"36129";"183965901673082881";"LagunAro";"AGREEMENT";"P+"
"36130";"183965901673082881";"Madrid";"AGREEMENT";"N+"
"36131";"183966160717496320";;"AGREEMENT";"N"
"36132";"183968432264454145";;"DISAGREEMENT";"N"
"36133";"183968432264454145";"Merkel";"AGREEMENT";"P"
"36134";"183968432264454145";"CDU";"AGREEMENT";"P"
"36135";"183971350216585216";;"AGREEMENT";"N"
"36136";"183971924295163904";;"DISAGREEMENT";"NEU"
"36137";"183971924295163904";"Andalucía";"AGREEMENT";"P+"
"36138";"183971924295163904";"Asturias";"AGREEMENT";"N+"
"36139";"183974993326116865";;"AGREEMENT";"P"
"36140";"183974993326116865";"@CCMTV";"AGREEMENT";"P"
"36141";"183974993326116865";"@PMorales";"AGREEMENT";"P"
"36142";"183976879202648064";;"AGREEMENT";"NONE"
"36143";"183977182471798784";;"DISAGREEMENT";"NEU"
"36144";"183978017327026177";;"AGREEMENT";"NONE"
"36145";"183978525802500096";;"AGREEMENT";"NONE"
"36146";"183979398561677312";;"AGREEMENT";"NONE"
"36147";"183980338274508800";;"AGREEMENT";"NONE"
"36148";"183983241823387648";;"DISAGREEMENT";"NEU"
"36149";"183983241823387648";"@ppandaluz";"AGREEMENT";"P"
"36150";"183983241823387648";"Canal_Sur";"AGREEMENT";"N"
"36151";"183984053429604352";;"AGREEMENT";"NEU"
"36152";"183984661716938752";;"AGREEMENT";"NONE"
"36153";"183985983811891204";;"AGREEMENT";"NONE"
"36154";"183986505994350592";;"AGREEMENT";"P+"
"36155";"183986505994350592";"@ppandaluz";"AGREEMENT";"P+"
"36156";"183988255857983490";;"AGREEMENT";"NEU"
"36157";"183991753311911936";;"AGREEMENT";"P"
"36158";"183991753311911936";"PSOE";"AGREEMENT";"P+"
"36159";"183993890574041090";;"AGREEMENT";"NONE"
"36160";"183998154100838400";;"AGREEMENT";"NONE"
"36161";"183998817736212481";;"AGREEMENT";"P"
"36162";"183998817736212481";"Pp";"AGREEMENT";"P"
"36163";"184000617839214592";;"AGREEMENT";"NONE"
"36164";"184002621068156928";;"AGREEMENT";"NONE"
"36165";"184005056130072576";;"AGREEMENT";"N"
"36166";"184006520667779072";;"AGREEMENT";"NONE"
"36167";"184010719317069824";;"AGREEMENT";"N+"
"36168";"184015097621004288";;"AGREEMENT";"P+"
"36169";"184015097621004288";"PP";"AGREEMENT";"P+"
"36170";"184015097621004288";"Andalucía";"AGREEMENT";"P"
"36171";"184015488660144129";;"AGREEMENT";"NEU"
"36172";"184015722459054081";;"AGREEMENT";"NEU"
"36173";"184015722459054081";"Rubalcaba";"AGREEMENT";"NEU"
"36174";"184015722459054081";"Chacon";"AGREEMENT";"NEU"
"36175";"184016674633162752";;"AGREEMENT";"P"
"36176";"184016674633162752";"Cospedal";"AGREEMENT";"P"
"36177";"184020361606725633";;"AGREEMENT";"N"
"36178";"184020361606725633";"Rajoy";"AGREEMENT";"N"
"36179";"184020361606725633";"PP";"AGREEMENT";"N"
"36180";"184020361606725633";"Andalucía";"AGREEMENT";"N"
"36181";"184020361606725633";"Reforma_Laboral";"AGREEMENT";"N"
"36182";"184021193345613824";;"AGREEMENT";"N+"
"36183";"184021193345613824";"Arriola";"AGREEMENT";"N+"
"36184";"184023722745790465";;"AGREEMENT";"N"
"36185";"184024330030678016";;"AGREEMENT";"P"
"36186";"184024330030678016";"Xabier_Fortes";"AGREEMENT";"P"
"36187";"184026563778588672";;"AGREEMENT";"NEU"
"36188";"184026563778588672";"PSOE";"AGREEMENT";"NEU"
"36189";"184026563778588672";"Andalucía";"AGREEMENT";"N"
"36190";"184026563778588672";"Asturias";"AGREEMENT";"N"
"36191";"184026563778588672";"PP";"AGREEMENT";"N"
"36192";"184026563778588672";"IU";"AGREEMENT";"P"
"36193";"184033530752413697";;"AGREEMENT";"P+"
"36194";"184033530752413697";"Planeta_creativo";"AGREEMENT";"P+"
"36195";"184033530752413697";"@susannagriso";"AGREEMENT";"P"
"36196";"184035851368538112";;"AGREEMENT";"P"
"36197";"184035851368538112";"Haddock";"AGREEMENT";"P"
"36198";"184035851368538112";"Alfredo_Landa";"AGREEMENT";"P"
"36199";"184038976754167808";;"AGREEMENT";"P+"
"36200";"184038976754167808";"Landa";"AGREEMENT";"P+"
"36201";"184039087601233921";;"AGREEMENT";"N+"
"36202";"184039087601233921";"Rajoy";"AGREEMENT";"N+"
"36203";"184039087601233921";"El_Patio_del_Congreso";"AGREEMENT";"N"
"36204";"184039626216976384";;"AGREEMENT";"NONE"
"36205";"184042440733376512";;"AGREEMENT";"P+"
"36206";"184042440733376512";"Andalucía";"AGREEMENT";"P+"
"36207";"184047379232731136";;"AGREEMENT";"N"
"36208";"184047379232731136";"Rajoy";"AGREEMENT";"N"
"36209";"184049858032836608";;"AGREEMENT";"NONE"
"36210";"184054337041989632";;"AGREEMENT";"N"
"36211";"184055536474525700";;"AGREEMENT";"N+"
"36212";"184084285765066753";;"AGREEMENT";"P"
"36213";"184084285765066753";"Facebook";"AGREEMENT";"P"
"36214";"184144296117669888";;"AGREEMENT";"N+"
"36215";"184144296117669888";"Chile";"AGREEMENT";"N"
"36216";"184144296117669888";"escala_Richter";"AGREEMENT";"N+"
"36217";"184148130646867968";;"DISAGREEMENT";"P"
"36218";"184148130646867968";"Vicente_Calderon";"AGREEMENT";"P+"
"36219";"184148130646867968";"Cadena100";"AGREEMENT";"P+"
"36220";"184148858580901888";;"AGREEMENT";"NEU"
"36221";"184153367952637953";;"AGREEMENT";"NONE"
"36222";"184158186100637696";;"DISAGREEMENT";"P+"
"36223";"184158186100637696";"Arenas";"AGREEMENT";"N"
"36224";"184158186100637696";"@Fgarea";"AGREEMENT";"P+"
"36225";"184160714301255680";;"AGREEMENT";"P+"
"36226";"184160714301255680";"@tuitrafico";"AGREEMENT";"P+"
"36227";"184174152075329538";;"AGREEMENT";"P+"
"36228";"184178762357817344";;"AGREEMENT";"N"
"36229";"184192600310427649";;"AGREEMENT";"N"
"36230";"184192600310427649";"PP";"AGREEMENT";"N"
"36231";"184192600310427649";"PSOE";"AGREEMENT";"N"
"36232";"184192745366224896";;"AGREEMENT";"N"
"36233";"184192745366224896";"Cataluña";"AGREEMENT";"N"
"36234";"184192745366224896";"Covergència";"AGREEMENT";"N"
"36235";"184205954282291200";;"AGREEMENT";"N"
"36236";"184205954282291200";"Exteriores";"AGREEMENT";"N"
"36237";"184208399263735808";;"AGREEMENT";"P+"
"36238";"184209246353768448";;"AGREEMENT";"P+"
"36239";"184209246353768448";"@LosadaPescador";"AGREEMENT";"P+"
"36240";"184217164046282752";;"AGREEMENT";"P"
"36241";"184224731984166912";;"AGREEMENT";"NONE"
"36242";"184227420860190721";;"AGREEMENT";"N"
"36243";"184233139739176960";;"AGREEMENT";"NONE"
"36244";"184253404514758656";;"AGREEMENT";"N+"
"36245";"184253404514758656";"Valeriano_Gomez";"AGREEMENT";"N+"
"36246";"184253404514758656";"PSOE";"AGREEMENT";"N+"
"36247";"184258104114950145";;"AGREEMENT";"NONE"
"36248";"184259769081667584";;"AGREEMENT";"N+"
"36249";"184263848277196801";;"AGREEMENT";"N"
"36250";"184263848277196801";"Carlos_Floriano";"AGREEMENT";"N"
"36251";"184263848277196801";"EL_PAÍS";"AGREEMENT";"N"
"36252";"184263848277196801";"Organización_del_PP";"AGREEMENT";"N"
"36253";"184272682349637634";;"AGREEMENT";"P"
"36254";"184272682349637634";"Andalucía";"AGREEMENT";"P"
"36255";"184272682349637634";"Rajoy";"AGREEMENT";"P"
"36256";"184286794051891200";;"AGREEMENT";"NONE"
"36257";"184290670419251201";;"AGREEMENT";"N"
"36258";"184291568814002177";;"AGREEMENT";"N+"
"36259";"184291568814002177";"Barcelona";"AGREEMENT";"N+"
"36260";"184292962769965056";;"AGREEMENT";"N+"
"36261";"184292962769965056";"Centro";"AGREEMENT";"N"
"36262";"184295883515506689";;"AGREEMENT";"P"
"36263";"184302778112421888";;"DISAGREEMENT";"P"
"36264";"184307331067150337";;"AGREEMENT";"N+"
"36265";"184311064094195712";;"AGREEMENT";"P+"
"36266";"184311064094195712";"Ferrán_Adriá";"AGREEMENT";"P+"
"36267";"184315699295027200";;"AGREEMENT";"NEU"
"36268";"184315699295027200";"@lamiradacitrica";"AGREEMENT";"NEU"
"36269";"184315699295027200";"@MoristoMehide";"AGREEMENT";"NEU"
"36270";"184315699295027200";"@ElExpecial";"AGREEMENT";"NEU"
"36271";"184323717386612737";;"AGREEMENT";"P"
"36272";"184331705337905152";;"AGREEMENT";"N"
"36273";"184331705337905152";"@JuanraLucas";"AGREEMENT";"N"
"36274";"184331705337905152";"@DrFleischman";"AGREEMENT";"N"
"36275";"184338085260177408";;"AGREEMENT";"N"
"36276";"184338085260177408";"Andalucía";"AGREEMENT";"N"
"36277";"184364384796164097";;"AGREEMENT";"N"
"36278";"184364384796164097";"Arenas";"AGREEMENT";"N"
"36279";"184366676173795330";;"AGREEMENT";"N"
"36280";"184366676173795330";"@Fede_dejuan";"AGREEMENT";"N"
"36281";"184366676173795330";"Alvaro_Nadal";"AGREEMENT";"N"
"36282";"184370790861516800";;"AGREEMENT";"N"
"36283";"184370790861516800";"Bundesbank";"AGREEMENT";"N"
"36284";"184373199230861313";;"AGREEMENT";"P"
"36285";"184391531329888256";;"AGREEMENT";"N"
"36286";"184391531329888256";"España";"AGREEMENT";"N"
"36287";"184391531329888256";"@marianorajoy";"AGREEMENT";"N"
"36288";"184395530317733889";;"AGREEMENT";"P"
"36289";"184396894263455744";;"AGREEMENT";"NONE"
"36290";"184397152469008384";;"AGREEMENT";"P"
"36291";"184398349384953856";;"AGREEMENT";"P"
"36292";"184508567271903233";;"AGREEMENT";"P+"
"36293";"184520531880591360";;"AGREEMENT";"NONE"
"36294";"184523921226350592";;"AGREEMENT";"P+"
"36295";"184523921226350592";"Consejo_Nacional_Medios_Sirio";"AGREEMENT";"P+"
"36296";"184523921226350592";"SANA";"AGREEMENT";"P+"
"36297";"184527758746071040";;"AGREEMENT";"N+"
"36298";"184530579876876288";;"AGREEMENT";"NONE"
"36299";"184533394703646720";;"DISAGREEMENT";"NEU"
"36300";"184533394703646720";"Monti";"AGREEMENT";"N"
"36301";"184533394703646720";"España";"AGREEMENT";"N"
"36302";"184537790673985536";;"AGREEMENT";"P+"
"36303";"184537790673985536";"@PaulaFernandes";"AGREEMENT";"P+"
"36304";"184537790673985536";"MTV";"AGREEMENT";"P+"
"36305";"184537790673985536";"iTunes";"AGREEMENT";"P+"
"36306";"184540569404579841";;"AGREEMENT";"P+"
"36307";"184543741904818176";;"AGREEMENT";"P+"
"36308";"184543741904818176";"@tinetr";"AGREEMENT";"P+"
"36309";"184543741904818176";"ElNumeroUno";"AGREEMENT";"P+"
"36310";"184548224760164352";;"DISAGREEMENT";"NEU"
"36311";"184548224760164352";"Andalucía";"AGREEMENT";"N+"
"36312";"184548224760164352";"Asturies";"AGREEMENT";"N+"
"36313";"184548224760164352";"PSOE";"DISAGREEMENT";"N"
"36314";"184553777720860672";;"AGREEMENT";"P"
"36315";"184553777720860672";"@David_Busta";"AGREEMENT";"P"
"36316";"184553777720860672";"Argentina";"AGREEMENT";"P"
"36317";"184558257975730176";;"AGREEMENT";"NONE"
"36318";"184559454283501568";;"AGREEMENT";"P"
"36319";"184559454283501568";"Rajoy";"AGREEMENT";"P"
"36320";"184587010076442624";;"AGREEMENT";"P+"
"36321";"184587010076442624";"Andalucía";"AGREEMENT";"P+"
"36322";"184589154091409409";;"AGREEMENT";"P"
"36323";"184589154091409409";"España";"AGREEMENT";"P"
"36324";"184589154091409409";"@PSOE";"AGREEMENT";"P"
"36325";"184589154091409409";"@_Rubalcaba";"AGREEMENT";"P"
"36326";"184599219745730560";;"AGREEMENT";"N"
"36327";"184599219745730560";"25M";"AGREEMENT";"NEU"
"36328";"184599219745730560";"PSOE";"AGREEMENT";"NEU"
"36329";"184599219745730560";"Rubalcaba";"AGREEMENT";"N"
"36330";"184599219745730560";"Tédax";"AGREEMENT";"N"
"36331";"184606436632969217";;"AGREEMENT";"N"
"36332";"184606436632969217";"TS";"AGREEMENT";"N"
"36333";"184609432603332609";;"AGREEMENT";"NONE"
"36334";"184620013288820736";;"DISAGREEMENT";"N"
"36335";"184620013288820736";"@TelediarioInter";"AGREEMENT";"P"
"36336";"184620013288820736";"@CriadoSusana";"AGREEMENT";"P"
"36337";"184636611378679808";;"AGREEMENT";"P+"
"36338";"184638220548579328";;"AGREEMENT";"N+"
"36339";"184638220548579328";"Botella";"AGREEMENT";"N+"
"36340";"184638220548579328";"Madrid";"AGREEMENT";"N+"
"36341";"184648854539472896";;"AGREEMENT";"NEU"
"36342";"184648854539472896";"Málaga";"AGREEMENT";"NEU"
"36343";"184649285076398081";;"AGREEMENT";"NONE"
"36344";"184650329537781760";;"AGREEMENT";"P+"
"36345";"184653380671651841";;"AGREEMENT";"NONE"
"36346";"184667922218749952";;"AGREEMENT";"P"
"36347";"184670196492017664";;"AGREEMENT";"P+"
"36348";"184670196492017664";"Oropesa";"AGREEMENT";"P+"
"36349";"184673291015958530";;"AGREEMENT";"N+"
"36350";"184673291015958530";"Normandía";"AGREEMENT";"N+"
"36351";"184673291015958530";"Nueva_York";"AGREEMENT";"N+"
"36352";"184680360485986304";;"AGREEMENT";"P+"
"36353";"184682711041048577";;"AGREEMENT";"P+"
"36354";"184683019511140353";;"AGREEMENT";"P"
"36355";"184684531075391488";;"AGREEMENT";"P+"
"36356";"184684531075391488";"España";"AGREEMENT";"P+"
"36357";"184685542397583360";;"AGREEMENT";"NONE"
"36358";"184689365866397696";;"AGREEMENT";"NEU"
"36359";"184689365866397696";"CSIF";"AGREEMENT";"P"
"36360";"184689365866397696";"el_gob_cat";"AGREEMENT";"N"
"36361";"184689700689293312";;"AGREEMENT";"NEU"
"36362";"184689700689293312";"Otegui";"AGREEMENT";"N"
"36363";"184689700689293312";"@MariateDiez";"AGREEMENT";"P"
"36364";"184690150104768512";;"AGREEMENT";"N+"
"36365";"184690150104768512";"Rubalcaba";"AGREEMENT";"N+"
"36366";"184690150104768512";"Valderas";"AGREEMENT";"P"
"36367";"184693323028635650";;"AGREEMENT";"N+"
"36368";"184693323028635650";"Cataluña";"AGREEMENT";"N"
"36369";"184693323028635650";"España";"AGREEMENT";"N"
"36370";"184693323028635650";"Juan_Tardá";"AGREEMENT";"N+"
"36371";"184694222681686016";;"AGREEMENT";"P+"
"36372";"184697060447096833";;"AGREEMENT";"N+"
"36373";"184697060447096833";"Marín";"AGREEMENT";"N+"
"36374";"184697770811207680";;"AGREEMENT";"NEU"
"36375";"184697770811207680";"Twitter";"AGREEMENT";"P+"
"36376";"184714893931458560";;"AGREEMENT";"P+"
"36377";"184714893931458560";"FCB";"AGREEMENT";"P+"
"36378";"184720423487942656";;"AGREEMENT";"N+"
"36379";"184720423487942656";"Orense";"AGREEMENT";"N+"
"36380";"184737055375495169";;"AGREEMENT";"N"
"36381";"184740771528843264";;"AGREEMENT";"NONE"
"36382";"184742959382671360";;"AGREEMENT";"N+"
"36383";"184742959382671360";"Montoro";"AGREEMENT";"N+"
"36384";"184746133279604736";;"AGREEMENT";"N+"
"36385";"184746133279604736";"España";"AGREEMENT";"N+"
"36386";"184746133279604736";"UE";"AGREEMENT";"N+"
"36387";"184747248624742402";;"AGREEMENT";"P"
"36388";"184751443247513600";;"AGREEMENT";"N"
"36389";"184753518555561986";;"AGREEMENT";"P"
"36390";"184759291897577472";;"AGREEMENT";"P+"
"36391";"184759291897577472";"Guayaquil";"AGREEMENT";"P+"
"36392";"184759291897577472";"@David_Busta";"AGREEMENT";"P+"
"36393";"184759402182606849";;"AGREEMENT";"N+"
"36394";"184759402182606849";"Alberto_Ruiz_Antañón";"AGREEMENT";"N+"
"36395";"184760080703561728";;"AGREEMENT";"N"
"36396";"184760080703561728";"Gallardón";"AGREEMENT";"N"
"36397";"184761074057347073";;"AGREEMENT";"P"
"36398";"184762043738501120";;"AGREEMENT";"P"
"36399";"184762043738501120";"Seúl";"AGREEMENT";"P"
"36400";"184776802160492545";;"AGREEMENT";"N+"
"36401";"184861613264863232";;"AGREEMENT";"P+"
"36402";"184861613264863232";"Javier_Arenas";"AGREEMENT";"P+"
"36403";"184861613264863232";"Andalucía";"AGREEMENT";"P"
