"topicid";"tweetid";"topic"
"27396";"183074051084918784";"otros"
"27398";"183087957450821632";"política"
"27397";"183087957450821632";"entretenimiento"
"27399";"183090439606370304";"música"
"27400";"183090439606370304";"otros"
"27401";"183092360593408000";"entretenimiento"
"27402";"183092997284560896";"otros"
"27403";"183095253853675520";"otros"
"27405";"183096113069432832";"otros"
"27404";"183096113069432832";"música"
"27406";"183097865328017408";"otros"
"27407";"183099567158468608";"política"
"27408";"183099567158468608";"entretenimiento"
"27409";"183105288482734080";"política"
"27410";"183106558933209088";"política"
"27412";"183116594858311681";"otros"
"27411";"183116594858311681";"entretenimiento"
"27413";"183132345296109570";"política"
"27414";"183142221846036480";"otros"
"27415";"183145288922435584";"política"
"27416";"183146592356937728";"política"
"27417";"183167154642878464";"otros"
"27418";"183170362467557376";"otros"
"27419";"183172173685456896";"entretenimiento"
"27420";"183175686314397698";"política"
"27421";"183179522223505409";"política"
"27422";"183179522223505409";"economía"
"27423";"183181206802808832";"política"
"27424";"183186167141896192";"política"
"27425";"183200227208081409";"política"
"27426";"183207789458493441";"política"
"27427";"183209167459332097";"música"
"27428";"183209167459332097";"otros"
"27429";"183223148014080000";"entretenimiento"
"27430";"183229661457813505";"política"
"27431";"183234937644789760";"entretenimiento"
"27432";"183236279545233409";"otros"
"27433";"183236770253635584";"política"
"27434";"183241270225928192";"otros"
"27435";"183243277233954818";"política"
"27436";"183243277233954818";"entretenimiento"
"27437";"183243902940217344";"tecnología"
"27438";"183243902940217344";"entretenimiento"
"27439";"183255481421275136";"entretenimiento"
"27440";"183256142183534594";"otros"
"27441";"183259547178250240";"economía"
"27442";"183264660269711360";"política"
"27443";"183264660269711360";"otros"
"27444";"183266966218350592";"otros"
"27445";"183269270606708736";"otros"
"27446";"183281141183287296";"política"
"27447";"183283789282279424";"política"
"27448";"183283902008410113";"política"
"27449";"183321209969192960";"política"
"27450";"183321355205361664";"política"
"27451";"183325628517462016";"entretenimiento"
"27452";"183325628517462016";"música"
"27453";"183337128938323968";"música"
"27455";"183340527104700416";"otros"
"27454";"183340527104700416";"cine"
"27456";"183474902341398528";"otros"
"27457";"183487276502876160";"otros"
"27458";"183487739386273792";"otros"
"27459";"183492999773298688";"otros"
"27461";"183500701735985152";"entretenimiento"
"27460";"183500701735985152";"tecnología"
"27462";"183511691441602560";"otros"
"27463";"183515033890848768";"política"
"27464";"183520359729991680";"política"
"27465";"183521697687801856";"economía"
"27466";"183521697687801856";"otros"
"27467";"183524474459664384";"literatura"
"27468";"183525029005369344";"música"
"27469";"183525029005369344";"política"
"27470";"183531951628619776";"política"
"27471";"183532844231045121";"música"
"27472";"183532844231045121";"otros"
"27473";"183578915497984000";"música"
"27474";"183629909128790016";"otros"
"27475";"183640917935267841";"economía"
"27476";"183655709450313728";"entretenimiento"
"27477";"183655709450313728";"otros"
"27478";"183656509866123264";"entretenimiento"
"27479";"183656509866123264";"otros"
"27480";"183657768669032448";"política"
"27481";"183658683400593409";"entretenimiento"
"27482";"183659393726943232";"tecnología"
"27483";"183659393726943232";"entretenimiento"
"27484";"183662179449450496";"otros"
"27485";"183664784879783936";"fútbol"
"27486";"183667335301840896";"entretenimiento"
"27487";"183684394081464320";"música"
"27488";"183684576256868352";"cine"
"27489";"183685580599726080";"música"
"27490";"183685580599726080";"otros"
"27491";"183695578767687680";"música"
"27492";"183695578767687680";"otros"
"27493";"183795677250330624";"otros"
"27495";"183813721913700352";"economía"
"27494";"183813721913700352";"política"
"27496";"183831507402625026";"otros"
"27497";"183838397570359297";"música"
"27498";"183843930977218560";"política"
"27499";"183847151460294656";"otros"
"27500";"183859073391923201";"otros"
"27502";"183869676760219648";"otros"
"27501";"183869676760219648";"música"
"27503";"183874303866048512";"economía"
"27504";"183877492724084737";"entretenimiento"
"27505";"183877492724084737";"otros"
"27506";"183880646693892096";"literatura"
"27507";"183886738916253697";"política"
"27509";"183891870492000256";"otros"
"27508";"183891870492000256";"música"
"27510";"183897797811126272";"música"
"27511";"183897797811126272";"otros"
"27512";"183901516711735297";"otros"
"27513";"183904006760972289";"cine"
"27514";"183904006760972289";"otros"
"27516";"183904345270661120";"otros"
"27515";"183904345270661120";"cine"
"27517";"183904645041754112";"entretenimiento"
"27518";"183904645041754112";"otros"
"27519";"183909027774873601";"otros"
"27520";"183912572796416001";"política"
"27521";"183912572796416001";"economía"
"27522";"183922997621567490";"literatura"
"27523";"183927835151446019";"política"
"27524";"183928798817947648";"música"
"27525";"183928798817947648";"otros"
"27526";"183931696138305540";"política"
"27527";"183931998337908737";"política"
"27528";"183938635496820736";"otros"
"27529";"183949659256008704";"política"
"27530";"183949974864797696";"política"
"27531";"183951386747211777";"política"
"27532";"183962089394679808";"política"
"27533";"183964265986797568";"otros"
"27534";"183964596950937601";"música"
"27535";"183965568813109248";"política"
"27536";"183965901673082881";"fútbol"
"27537";"183966160717496320";"política"
"27538";"183968432264454145";"política"
"27539";"183971350216585216";"otros"
"27540";"183971924295163904";"política"
"27541";"183971924295163904";"otros"
"27543";"183974993326116865";"entretenimiento"
"27542";"183974993326116865";"política"
"27544";"183976879202648064";"política"
"27545";"183976879202648064";"entretenimiento"
"27546";"183977182471798784";"política"
"27547";"183978017327026177";"política"
"27548";"183978525802500096";"política"
"27549";"183979398561677312";"política"
"27550";"183980338274508800";"política"
"27551";"183983241823387648";"política"
"27552";"183984053429604352";"entretenimiento"
"27553";"183984661716938752";"política"
"27554";"183985983811891204";"política"
"27555";"183986505994350592";"política"
"27556";"183988255857983490";"política"
"27557";"183991753311911936";"política"
"27558";"183993890574041090";"política"
"27559";"183998154100838400";"política"
"27560";"183998817736212481";"política"
"27561";"184000617839214592";"política"
"27562";"184002621068156928";"política"
"27563";"184005056130072576";"política"
"27564";"184006520667779072";"política"
"27565";"184010719317069824";"política"
"27566";"184015097621004288";"política"
"27567";"184015488660144129";"política"
"27568";"184015722459054081";"política"
"27569";"184016674633162752";"política"
"27570";"184020361606725633";"política"
"27571";"184021193345613824";"política"
"27572";"184023722745790465";"política"
"27573";"184024330030678016";"política"
"27574";"184024330030678016";"entretenimiento"
"27575";"184026563778588672";"política"
"27576";"184033530752413697";"entretenimiento"
"27577";"184035851368538112";"entretenimiento"
"27578";"184038976754167808";"entretenimiento"
"27579";"184039087601233921";"política"
"27580";"184039626216976384";"tecnología"
"27581";"184042440733376512";"política"
"27582";"184047379232731136";"política"
"27583";"184049858032836608";"política"
"27584";"184054337041989632";"política"
"27585";"184055536474525700";"política"
"27586";"184084285765066753";"música"
"27587";"184144296117669888";"otros"
"27588";"184148130646867968";"música"
"27589";"184148130646867968";"entretenimiento"
"27590";"184148858580901888";"política"
"27591";"184153367952637953";"entretenimiento"
"27592";"184158186100637696";"política"
"27593";"184158186100637696";"otros"
"27594";"184160714301255680";"entretenimiento"
"27595";"184160714301255680";"otros"
"27596";"184174152075329538";"entretenimiento"
"27597";"184178762357817344";"entretenimiento"
"27598";"184192600310427649";"política"
"27599";"184192745366224896";"política"
"27600";"184205954282291200";"política"
"27601";"184205954282291200";"otros"
"27602";"184208399263735808";"política"
"27603";"184208399263735808";"entretenimiento"
"27604";"184208399263735808";"otros"
"27607";"184209246353768448";"otros"
"27606";"184209246353768448";"entretenimiento"
"27605";"184209246353768448";"política"
"27608";"184217164046282752";"entretenimiento"
"27609";"184224731984166912";"entretenimiento"
"27610";"184227420860190721";"entretenimiento"
"27611";"184227420860190721";"política"
"27612";"184233139739176960";"otros"
"27613";"184253404514758656";"política"
"27614";"184258104114950145";"política"
"27615";"184259769081667584";"política"
"27616";"184263848277196801";"política"
"27617";"184272682349637634";"política"
"27618";"184286794051891200";"entretenimiento"
"27619";"184290670419251201";"otros"
"27620";"184291568814002177";"política"
"27621";"184292962769965056";"otros"
"27622";"184295883515506689";"política"
"27623";"184302778112421888";"política"
"27624";"184302778112421888";"economía"
"27626";"184307331067150337";"economía"
"27625";"184307331067150337";"política"
"27627";"184311064094195712";"otros"
"27628";"184311064094195712";"entretenimiento"
"27629";"184315699295027200";"entretenimiento"
"27630";"184323717386612737";"entretenimiento"
"27631";"184331705337905152";"entretenimiento"
"27633";"184338085260177408";"economía"
"27632";"184338085260177408";"política"
"27634";"184364384796164097";"política"
"27635";"184366676173795330";"entretenimiento"
"27636";"184366676173795330";"política"
"27637";"184370790861516800";"economía"
"27638";"184370790861516800";"otros"
"27639";"184373199230861313";"entretenimiento"
"27641";"184391531329888256";"economía"
"27640";"184391531329888256";"política"
"27642";"184395530317733889";"entretenimiento"
"27643";"184396894263455744";"entretenimiento"
"27644";"184397152469008384";"política"
"27645";"184398349384953856";"música"
"27646";"184508567271903233";"entretenimiento"
"27647";"184520531880591360";"entretenimiento"
"27648";"184523921226350592";"entretenimiento"
"27649";"184527758746071040";"política"
"27650";"184530579876876288";"política"
"27651";"184533394703646720";"política"
"27652";"184533394703646720";"economía"
"27654";"184537790673985536";"tecnología"
"27653";"184537790673985536";"música"
"27655";"184540569404579841";"entretenimiento"
"27656";"184540569404579841";"música"
"27657";"184540569404579841";"tecnología"
"27658";"184543741904818176";"entretenimiento"
"27659";"184543741904818176";"música"
"27660";"184548224760164352";"política"
"27661";"184553777720860672";"música"
"27662";"184553777720860672";"otros"
"27663";"184558257975730176";"política"
"27664";"184559454283501568";"política"
"27665";"184587010076442624";"política"
"27667";"184589154091409409";"política"
"27666";"184589154091409409";"entretenimiento"
"27668";"184599219745730560";"política"
"27669";"184606436632969217";"otros"
"27670";"184609432603332609";"otros"
"27671";"184620013288820736";"entretenimiento"
"27672";"184636611378679808";"otros"
"27675";"184638220548579328";"otros"
"27674";"184638220548579328";"economía"
"27673";"184638220548579328";"política"
"27676";"184648854539472896";"entretenimiento"
"27677";"184648854539472896";"economía"
"27678";"184649285076398081";"política"
"27679";"184650329537781760";"entretenimiento"
"27680";"184653380671651841";"política"
"27681";"184667922218749952";"política"
"27682";"184670196492017664";"política"
"27683";"184670196492017664";"otros"
"27684";"184673291015958530";"política"
"27685";"184673291015958530";"otros"
"27686";"184680360485986304";"música"
"27687";"184682711041048577";"otros"
"27688";"184682711041048577";"política"
"27690";"184683019511140353";"otros"
"27689";"184683019511140353";"música"
"27691";"184684531075391488";"política"
"27692";"184685542397583360";"política"
"27693";"184685542397583360";"otros"
"27694";"184689365866397696";"política"
"27696";"184689700689293312";"entretenimiento"
"27695";"184689700689293312";"política"
"27697";"184690150104768512";"política"
"27698";"184693323028635650";"economía"
"27699";"184693323028635650";"política"
"27700";"184694222681686016";"política"
"27702";"184697060447096833";"economía"
"27701";"184697060447096833";"política"
"27703";"184697770811207680";"entretenimiento"
"27704";"184714893931458560";"deportes"
"27705";"184720423487942656";"otros"
"27706";"184737055375495169";"entretenimiento"
"27707";"184740771528843264";"fútbol"
"27709";"184742959382671360";"economía"
"27708";"184742959382671360";"política"
"27710";"184746133279604736";"política"
"27711";"184746133279604736";"economía"
"27712";"184747248624742402";"música"
"27713";"184747248624742402";"entretenimiento"
"27714";"184751443247513600";"otros"
"27715";"184753518555561986";"entretenimiento"
"27717";"184759291897577472";"otros"
"27716";"184759291897577472";"música"
"27718";"184759402182606849";"política"
"27719";"184759402182606849";"otros"
"27720";"184760080703561728";"política"
"27721";"184760080703561728";"otros"
"27723";"184761074057347073";"otros"
"27722";"184761074057347073";"entretenimiento"
"27724";"184762043738501120";"política"
"27725";"184762043738501120";"tecnología"
"27726";"184762043738501120";"otros"
"27727";"184776802160492545";"política"
"27728";"184776802160492545";"otros"
"27729";"184861613264863232";"política"
"27730";"184864357941907456";"otros"
"27731";"184878451629637632";"otros"
"27732";"184884236363366400";"entretenimiento"
"27733";"184885588414050304";"entretenimiento"
"27734";"184885588414050304";"política"
"27735";"184890017217388544";"entretenimiento"
"27737";"184892803422224384";"fútbol"
"27736";"184892803422224384";"entretenimiento"
"27738";"184898910630854657";"política"
"27739";"184901324675096576";"entretenimiento"
"27740";"184909028437139456";"política"
"27741";"184921493329821696";"entretenimiento"
"27742";"184924469993799680";"entretenimiento"
"27744";"184925861072478208";"economía"
"27743";"184925861072478208";"política"
"27745";"184926602520567809";"política"
"27746";"184926989440913408";"política"
"27747";"184926989440913408";"tecnología"
"27748";"184926989440913408";"entretenimiento"
"27749";"184927066242813952";"política"
"27751";"184928621360726016";"otros"
"27750";"184928621360726016";"política"
"27752";"184936366386319360";"política"
"27753";"184936366386319360";"economía"
"27754";"184944602627850241";"política"
"27755";"184944602627850241";"entretenimiento"
"27756";"184947591111393281";"política"
"27757";"184949917696004096";"entretenimiento"
"27758";"184950919648133120";"entretenimiento"
"27759";"184951013717975042";"entretenimiento"
"27760";"184952745759997952";"economía"
"27761";"184952745759997952";"política"
"27762";"184961962470416385";"economía"
"27763";"184961962470416385";"política"
"27766";"184970144047575041";"otros"
"27765";"184970144047575041";"música"
"27764";"184970144047575041";"entretenimiento"
"27767";"184975574165504000";"política"
"27768";"184975574165504000";"otros"
"27769";"184976122973392896";"política"
"27770";"184976548435206144";"política"
"27771";"184977643257606144";"política"
"27774";"184978464334553089";"entretenimiento"
"27773";"184978464334553089";"economía"
"27772";"184978464334553089";"política"
"27775";"184990217965535232";"música"
"27776";"184990217965535232";"otros"
"27777";"184996505529221120";"política"
"27778";"185011448655790080";"política"
"27779";"185023920372588544";"música"
"27780";"185024852292419585";"economía"
"27781";"185025289716379649";"economía"
"27782";"185038570157899776";"economía"
"27783";"185051680491048960";"política"
"27784";"185051680491048960";"otros"
"27785";"185055266750992384";"entretenimiento"
"27786";"185065869947314176";"entretenimiento"
"27787";"185081014710837248";"fútbol"
"27788";"185086757589630977";"entretenimiento"
"27789";"185086757589630977";"política"
"27790";"185089648798867456";"política"
"27791";"185089648798867456";"entretenimiento"
"27792";"185098954311081984";"otros"
"27793";"185111180665298944";"política"
"27794";"185115434041876480";"política"
"27795";"185123106917056512";"entretenimiento"
"27796";"185123106917056512";"política"
"27797";"185123300647763968";"política"
"27798";"185124820994895872";"entretenimiento"
"27799";"185126778266857473";"otros"
"27800";"185132289116733441";"política"
"27801";"185132289116733441";"otros"
"27802";"185134590732681217";"entretenimiento"
"27803";"185143624944726016";"política"
"27804";"185167418644111361";"música"
"27805";"185170377490706432";"otros"
"27806";"185170377490706432";"música"
"27807";"185201922402287616";"política"
"27809";"185230226429706241";"otros"
"27808";"185230226429706241";"entretenimiento"
"27810";"185242161585991680";"política"
"27811";"185244917541519360";"entretenimiento"
"27812";"185246160989065216";"otros"
"27813";"185246160989065216";"política"
"27814";"185248986079297536";"política"
"27815";"185250833405968385";"otros"
"27816";"185253942916169728";"otros"
"27817";"185255565314887680";"entretenimiento"
"27818";"185263603522338817";"política"
"27819";"185267501574262784";"política"
"27820";"185268191109455872";"política"
"27822";"185269223801626624";"otros"
"27821";"185269223801626624";"entretenimiento"
"27823";"185272116218822656";"política"
"27824";"185272400735252481";"otros"
"27825";"185273058913820673";"política"
"27826";"185273272026415104";"deportes"
"27827";"185275072573997056";"política"
"27829";"185275452544397312";"deportes"
"27828";"185275452544397312";"otros"
"27830";"185277765711437824";"economía"
"27831";"185277765711437824";"política"
"27832";"185280349729853440";"política"
"27833";"185283580837113856";"otros"
"27834";"185287526196584448";"entretenimiento"
"27835";"185287555737071616";"política"
"27836";"185297788857356288";"política"
"27837";"185301952131907584";"política"
"27838";"185303740763475968";"política"
"27839";"185304143508934656";"política"
"27840";"185308559997796352";"política"
"27841";"185315852135055360";"entretenimiento"
"27843";"185318196964896769";"política"
"27842";"185318196964896769";"otros"
"27844";"185324830231494657";"entretenimiento"
"27845";"185324830231494657";"política"
"27846";"185331145959931906";"entretenimiento"
"27847";"185331145959931906";"política"
"27849";"185331410062688257";"economía"
"27848";"185331410062688257";"política"
"27850";"185331638534799361";"política"
"27851";"185331638534799361";"otros"
"27852";"185331713474433026";"otros"
"27853";"185331713474433026";"política"
"27854";"185332770527129600";"política"
"27855";"185332770527129600";"economía"
"27856";"185336552988225536";"entretenimiento"
"27857";"185346967155646464";"entretenimiento"
"27858";"185351737501155329";"política"
"27859";"185358125635878912";"otros"
"27860";"185358125635878912";"política"
"27861";"185390504345731072";"entretenimiento"
"27863";"185396640448917504";"política"
"27862";"185396640448917504";"otros"
"27864";"185407788665671681";"política"
"27865";"185411401018380288";"otros"
"27866";"185411401018380288";"política"
"27867";"185412288004636672";"política"
"27869";"185413881160671232";"otros"
"27868";"185413881160671232";"política"
"27870";"185417775748100096";"política"
"27871";"185417775748100096";"otros"
"27872";"185419056390742016";"otros"
"27873";"185422401658552320";"política"
"27874";"185422401658552320";"otros"
"27876";"185426128683540480";"política"
"27875";"185426128683540480";"entretenimiento"
"27877";"185427365772525568";"política"
"27878";"185432541904371713";"entretenimiento"
"27879";"185432541904371713";"política"
"27880";"185433582284718080";"economía"
"27881";"185433582284718080";"política"
"27883";"185439624666157056";"política"
"27882";"185439624666157056";"entretenimiento"
"27884";"185442272173760512";"política"
"27885";"185442464109301760";"entretenimiento"
"27886";"185442464109301760";"política"
"27887";"185447956248395776";"otros"
"27889";"185449839667052546";"política"
"27888";"185449839667052546";"entretenimiento"
"27890";"185451409506959360";"política"
"27891";"185459145045061633";"política"
"27892";"185463694816325632";"cine"
"27893";"185465285002797056";"política"
"27894";"185465285002797056";"economía"
"27895";"185470137367928832";"fútbol"
"27896";"185471084043309056";"fútbol"
"27897";"185471595849068544";"fútbol"
"27898";"185472214261436416";"fútbol"
"27899";"185476501980983297";"entretenimiento"
"27900";"185479201833484288";"economía"
"27901";"185486956715716610";"política"
"27902";"185487346479800320";"entretenimiento"
"27903";"185493987568779264";"política"
"27904";"185497500122230784";"fútbol"
"27905";"185520324538929153";"política"
"27906";"185520324538929153";"otros"
"27907";"185589169328898048";"política"
"27908";"185589169328898048";"literatura"
"27909";"185590143057530880";"otros"
"27910";"185593867993743360";"literatura"
"27911";"185612982951219200";"entretenimiento"
"27912";"185613557830918144";"entretenimiento"
"27913";"185616681450749952";"entretenimiento"
"27914";"185621722219810816";"política"
"27916";"185622170427330560";"política"
"27915";"185622170427330560";"economía"
"27917";"185625440998797312";"fútbol"
"27918";"185627005004414976";"otros"
"27919";"185627005004414976";"entretenimiento"
"27920";"185627230909628417";"política"
"27921";"185627230909628417";"economía"
"27923";"185628505697042432";"economía"
"27922";"185628505697042432";"política"
"27924";"185640352303157248";"otros"
"27925";"185645899265998848";"entretenimiento"
"27926";"185646165310713856";"entretenimiento"
"27927";"185650893595750400";"entretenimiento"
"27930";"185651202644647936";"otros"
"27929";"185651202644647936";"entretenimiento"
"27928";"185651202644647936";"tecnología"
"27931";"185654010819256321";"entretenimiento"
"27932";"185654315719995392";"entretenimiento"
"27933";"185654315719995392";"otros"
"27934";"185658302720512000";"otros"
"27936";"185659317553344512";"economía"
"27935";"185659317553344512";"política"
"27937";"185659529244061696";"entretenimiento"
"27938";"185674521162948608";"fútbol"
"27939";"185674521162948608";"entretenimiento"
"27940";"185676069024706560";"política"
"27941";"185676069024706560";"entretenimiento"
"27943";"185677769001271296";"entretenimiento"
"27942";"185677769001271296";"política"
"27944";"185678987115245568";"política"
"27945";"185688434378149888";"política"
"27946";"185688434378149888";"economía"
"27947";"185689901608603649";"política"
"27948";"185696305128017922";"política"
"27949";"185696305128017922";"economía"
"27951";"185698389730660352";"economía"
"27950";"185698389730660352";"política"
"27952";"185703508429897729";"política"
"27953";"185703508429897729";"economía"
"27954";"185706261587820545";"política"
"27955";"185706261587820545";"economía"
"27957";"185706484007571456";"economía"
"27956";"185706484007571456";"política"
"27958";"185707737458556928";"política"
"27959";"185707737458556928";"economía"
"27960";"185709100506689537";"política"
"27961";"185709100506689537";"entretenimiento"
"27962";"185709100506689537";"economía"
"27965";"185709175224020992";"otros"
"27964";"185709175224020992";"entretenimiento"
"27963";"185709175224020992";"política"
"27966";"185710082024157185";"fútbol"
"27967";"185710883907977217";"entretenimiento"
"27968";"185711321264816128";"política"
"27969";"185711321264816128";"economía"
"27970";"185711321264816128";"otros"
"27972";"185712359640268801";"economía"
"27971";"185712359640268801";"política"
"27973";"185712837409247232";"política"
"27974";"185712837409247232";"economía"
"27975";"185713362607415296";"política"
"27976";"185713362607415296";"economía"
"27977";"185713574478491648";"entretenimiento"
"27978";"185714130206998528";"entretenimiento"
"27979";"185717021391077377";"política"
"27980";"185717021391077377";"economía"
"27981";"185717244490289153";"política"
"27982";"185717244490289153";"economía"
"27983";"185718363803226112";"política"
"27984";"185718363803226112";"economía"
"27985";"185718695442661376";"política"
"27986";"185718695442661376";"economía"
"27987";"185718728296644609";"entretenimiento"
"27988";"185718728296644609";"música"
"27989";"185718728296644609";"fútbol"
"27990";"185718728296644609";"otros"
"27992";"185719007914098688";"política"
"27991";"185719007914098688";"entretenimiento"
"27993";"185721649008619520";"política"
"27994";"185721649008619520";"economía"
"27995";"185727623001935872";"entretenimiento"
"27997";"185727779051020288";"economía"
"27996";"185727779051020288";"política"
"27998";"185735198653157376";"entretenimiento"
"27999";"185739214271422465";"política"
"28000";"185741361662791680";"economía"
"28001";"185741361662791680";"política"
"28002";"185743035655655424";"otros"
"28003";"185746275692580864";"otros"
"28004";"185758543142588417";"política"
"28005";"185758567964487682";"música"
"28006";"185758567964487682";"política"
"28008";"185758963076304897";"entretenimiento"
"28007";"185758963076304897";"política"
"28009";"185764461980811264";"otros"
"28010";"185780652623405056";"economía"
"28011";"185780652623405056";"política"
"28013";"185782108969639936";"otros"
"28012";"185782108969639936";"política"
"28014";"185785715035082752";"política"
"28015";"185785715035082752";"otros"
"28016";"185798534736527360";"economía"
"28017";"185798534736527360";"política"
"28018";"185798534736527360";"otros"
"28019";"185807710674096130";"música"
"28020";"185808280457715712";"música"
"28021";"185811371982729216";"música"
"28022";"185812461436420098";"música"
"28023";"185816029857988609";"política"
"28024";"185816029857988609";"economía"
"28025";"185818485698469888";"fútbol"
"28026";"185822346706296832";"entretenimiento"
"28027";"185822346706296832";"otros"
"28028";"185829348832583681";"entretenimiento"
"28030";"185830946229063681";"entretenimiento"
"28029";"185830946333917184";"otros"
"28031";"185845204014727168";"política"
"28032";"185845204014727168";"economía"
"28033";"185845204014727168";"entretenimiento"
"28034";"185848788185915392";"política"
"28035";"185848788185915392";"economía"
"28036";"185874762977906688";"política"
"28037";"185915389782392832";"música"
"28038";"185925970371424256";"entretenimiento"
"28039";"185961034446684160";"entretenimiento"
"28040";"185961034446684160";"política"
"28041";"185969766354268160";"entretenimiento"
"28042";"186013650635587585";"fútbol"
"28043";"186024613090836480";"política"
"28044";"186039376847970304";"entretenimiento"
"28045";"186039815815438336";"política"
"28046";"186039815815438336";"otros"
"28047";"186048446468341760";"otros"
"28049";"186062682913374208";"otros"
"28048";"186062682913374208";"economía"
"28050";"186098072252723200";"entretenimiento"
"28051";"186102981257740290";"política"
"28052";"186102981257740290";"otros"
"28054";"186104479702188032";"economía"
"28053";"186104479702188032";"política"
"28055";"186119502013009920";"fútbol"
"28056";"186127450374287360";"música"
"28057";"186139388038758400";"otros"
"28058";"186139388038758400";"entretenimiento"
"28060";"186140589790724098";"tecnología"
"28059";"186140589790724098";"otros"
"28061";"186142024012021760";"otros"
"28062";"186143730380718080";"otros"
"28063";"186143730380718080";"economía"
"28064";"186151258271391744";"economía"
"28065";"186152410908078081";"otros"
"28066";"186152802005942273";"economía"
"28067";"186157193404497920";"fútbol"
"28068";"186157193404497920";"entretenimiento"
"28069";"186157349810077696";"fútbol"
"28070";"186157349810077696";"entretenimiento"
"28071";"186159221824421889";"entretenimiento"
"28072";"186159698242842624";"otros"
"28073";"186162688664158208";"política"
"28074";"186163483145019392";"otros"
"28076";"186165939258146817";"música"
"28075";"186165939258146817";"otros"
"28077";"186173360600911873";"fútbol"
"28078";"186178509717254144";"otros"
"28079";"186180065099390976";"entretenimiento"
"28081";"186182055959343106";"economía"
"28080";"186182055959343106";"política"
"28082";"186192652444762112";"otros"
"28083";"186199644496334849";"economía"
"28084";"186214282894123008";"fútbol"
"28085";"186261682073518081";"música"
"28086";"186261682073518081";"entretenimiento"
"28087";"186278417937866752";"música"
"28088";"186291704175935488";"entretenimiento"
"28089";"186336682067505153";"entretenimiento"
"28090";"186339705204379648";"entretenimiento"
"28091";"186349867331883008";"política"
"28092";"186349867331883008";"otros"
"28093";"186350851068133376";"entretenimiento"
"28094";"186355618033053696";"entretenimiento"
"28095";"186355815907721216";"entretenimiento"
"28096";"186355815907721216";"música"
"28097";"186367966118543360";"otros"
"28100";"186370907814637568";"otros"
"28099";"186370907814637568";"política"
"28098";"186370907814637568";"economía"
"28101";"186372320217149441";"música"
"28102";"186372320217149441";"otros"
"28103";"186379391826272256";"otros"
"28104";"186382324789805056";"economía"
"28105";"186387331647934464";"entretenimiento"
"28106";"186392532970778624";"entretenimiento"
"28107";"186392532970778624";"otros"
"28108";"186397428038115329";"otros"
"28109";"186398007686733824";"música"
"28111";"186401232955514881";"economía"
"28110";"186401232955514881";"política"
"28112";"186402842653884416";"otros"
"28113";"186402842653884416";"música"
"28114";"186404456869539840";"entretenimiento"
"28115";"186411178866651136";"otros"
"28116";"186419446351544320";"otros"
"28117";"186423961825980416";"otros"
"28118";"186424137617645568";"otros"
"28119";"186428610993864704";"música"
"28120";"186428884693159936";"otros"
"28121";"186455820744130560";"política"
"28122";"186478057446580225";"política"
"28123";"186483094277201920";"música"
"28124";"186483094277201920";"otros"
"28125";"186491156752900098";"música"
"28126";"186496592411492352";"otros"
"28127";"186511283850448896";"entretenimiento"
"28128";"186512594905997312";"política"
"28129";"186512594905997312";"tecnología"
"28130";"186512594905997312";"entretenimiento"
"28131";"186517660186591232";"política"
"28132";"186522463268651009";"otros"
"28133";"186525008980488192";"música"
"28134";"186529739496898560";"política"
"28135";"186533313983430656";"política"
"28136";"186533313983430656";"entretenimiento"
"28137";"186533313983430656";"otros"
"28138";"186542312472580096";"entretenimiento"
"28139";"186545755144716288";"entretenimiento"
"28140";"186545755144716288";"otros"
"28141";"186554387789922305";"entretenimiento"
"28143";"186555183168368640";"otros"
"28142";"186555183168368640";"música"
"28144";"186556051527696384";"entretenimiento"
"28145";"186559089705365504";"otros"
"28146";"186561502948503553";"música"
"28147";"186561502948503553";"otros"
"28149";"186564873038204928";"otros"
"28148";"186564873038204928";"música"
"28150";"186587579569815552";"política"
"28151";"186587579569815552";"economía"
"28152";"186587579569815552";"otros"
"28154";"186689626382147584";"otros"
"28153";"186689626382147584";"política"
"28155";"186690970925023232";"entretenimiento"
"28156";"186694901222748160";"entretenimiento"
"28157";"186700013110435840";"política"
"28158";"186700013110435840";"economía"
"28159";"186700456247042049";"otros"
"28160";"186706250455711744";"literatura"
"28161";"186706250455711744";"tecnología"
"28162";"186708340221550592";"economía"
"28163";"186709163383070720";"otros"
"28165";"186728772794462208";"economía"
"28164";"186728772794462208";"política"
"28166";"186732357611560961";"entretenimiento"
"28167";"186733556805013504";"entretenimiento"
"28168";"186734599819378688";"entretenimiento"
"28169";"186745647666442240";"entretenimiento"
"28170";"186748493040328704";"otros"
"28171";"186751954163212288";"política"
"28172";"186754827018178561";"política"
"28173";"186760172444712960";"política"
"28174";"186760172444712960";"otros"
"28175";"186761547564064768";"entretenimiento"
"28176";"186764058106658817";"política"
"28177";"186764058106658817";"economía"
"28178";"186764576145158144";"política"
"28179";"186764576145158144";"economía"
"28180";"186764701248667649";"política"
"28181";"186765434719182848";"entretenimiento"
"28182";"186766263316516864";"otros"
"28183";"186766541243691008";"política"
"28184";"186780038140665856";"otros"
"28187";"186785718604021760";"otros"
"28186";"186785718604021760";"política"
"28185";"186785718604021760";"economía"
"28188";"186790360276680704";"política"
"28189";"186793044325048320";"economía"
"28190";"186793073999740928";"entretenimiento"
"28191";"186801573744218112";"otros"
"28192";"186801573744218112";"economía"
"28194";"186804889211502592";"otros"
"28193";"186804889211502592";"música"
